0.012000,219.000000,0.000000,0.000000,-1619990.285894
0.012000,218.533443,-116.639301,-19439.883431,3490467.113370
0.012000,216.739354,-98.604270,22445.721930,-597898.806041
0.264000,217.000000,127.695680,15270.936257,-115395.055308
0.036000,429.000000,137.935964,-15193.358344,756121.592092
0.168000,430.000000,80.941855,12027.018971,-257282.965138
0.199000,410.000000,-1529.296161,-31196.519172,442380.037860
0.198000,69.000000,1021.942463,56837.108362,-648871.331764
0.133000,546.000000,-443.485927,-71639.415327,1098167.980242
0.169000,284.000000,-258.781464,74416.926045,-728402.775014
0.268000,717.000000,1915.723209,-48683.142932,290790.176430
0.064000,415.000000,-688.502281,29248.624351,-499810.105463
0.134000,409.000000,159.798582,-2739.222398,5435.497511
0.169000,408.000000,-158.457323,-2010.865732,91359.060171
0.364000,426.000000,806.359427,13428.815437,-73045.580216
0.171000,1022.000000,855.324648,-13159.775762,85366.781558
0.228000,1047.000000,-146.891977,1437.943885,-2978.480529
0.036000,1045.000000,103.542562,758.850324,-2728815.233717
0.169000,1028.000000,-1637.411097,-97478.498090,1185583.478554
0.029000,313.000000,-1180.552409,102885.109786,-3942884.612719
0.035000,306.000000,145.132795,-11458.543983,131364.715163
0.464000,305.000000,-175.455356,-6860.778952,49728.674545
0.168000,313.000000,1994.335567,16213.326037,-300973.376694
0.036000,639.000000,470.838050,-34350.201248,1197114.277519
0.264000,643.000000,9.960857,8745.912743,-106112.530714
0.133000,625.000000,-1378.927650,-19267.795366,371867.126598
0.036000,417.000000,-652.565632,30190.532472,-523547.104573
0.131000,409.000000,95.035013,11342.836707,-298324.570708
0.068000,407.000000,-978.827357,-27737.682056,2703728.269463
0.100000,418.000000,3386.030022,156115.840268,-3565093.221231
0.032000,943.000000,1172.147943,-200393.481855,2397350.197610
0.099000,891.000000,-4013.000176,-123678.275532,2877705.160723
0.200000,353.000000,-2154.955313,161214.535380,-1668974.733737
0.138000,921.000000,-3291.542912,-172580.411367,3277407.009107
0.097000,259.000000,4099.829860,279701.755889,-5992554.224918
0.034000,1061.000000,3038.928830,-301576.003928,4883067.887067
0.101000,1022.000000,-4392.242064,-135551.695767,3569818.176091
0.100000,500.000000,124.894270,224999.940018,-4130934.762635
0.030000,949.000000,1970.214459,-188093.536246,1007923.899404
0.100000,928.000000,-3219.025874,-157855.819264,3661090.102225
0.100000,427.000000,-699.157289,208253.190959,-3986101.355311
0.135000,734.000000,195.655030,-190356.944572,2831798.148651
0.065000,187.000000,302.228143,191935.805496,-4896332.490717
0.037000,388.000000,2434.553113,-126325.806401,1586269.239098
0.077000,405.000000,-1153.700430,-67633.844554,1791793.345771
0.035000,252.000000,-1049.735087,70334.243070,-187381.343042
0.108000,257.000000,1297.192348,63775.896064,-1352870.177209
0.065000,485.000000,295.050250,-82334.083075,2660045.173051
0.132000,452.000000,562.680278,90568.853173,-1365174.590713
0.037000,792.000000,624.367862,-89634.192801,3465105.016380
0.030000,783.000000,-320.232888,38574.692805,1832972.192254
0.136000,799.000000,1661.845383,93563.858573,-1396063.861619
0.033000,1305.000000,1475.731557,-96300.826607,3295209.736192
0.199000,1321.000000,92.045980,12441.094687,-283727.451721
0.232000,1213.000000,-3050.121585,-44020.668205,431152.570607
0.067000,218.000000,-1659.738628,56006.728175,-827986.420148
0.267000,191.000000,234.296639,531.638025,-28214.691954
0.699000,183.000000,-629.454595,-7001.684726,38658.220086
0.205000,233.000000,3920.590277,20020.411114,-386111.562175
0.132000,903.000000,-88.394645,-59132.459132,732610.393863
0.032000,657.000000,-1511.377499,37572.112858,3868498.201558
0.098000,649.000000,1671.601192,161364.055308,-3198202.558394
0.033000,1086.000000,2127.509927,-152059.795415,4940100.346479
0.037000,1103.000000,-200.578683,10963.516019,-3800341.392814
0.099000,1071.000000,-2396.262274,-129649.115515,3052103.253027
0.100000,692.000000,-274.692719,172509.106534,-3042457.564847
0.030000,1020.000000,1763.930111,-131736.649950,1858575.369025
0.100000,1022.000000,-1351.810472,-75979.388879,1524467.949513
0.013000,761.000000,-1327.409612,76467.406072,-992035.227877
0.013000,749.841921,-417.160310,63570.948109,-4866705.195524
0.013000,748.008556,-1.974574,303.780568,-23367.735965
