0.30	10000.00	0.00	0.00	0.00	
0.40	0.00	3000.00	450.00	45.00	
0.30	-10000.00	3000.00	1650.00	465.00	
0.40	0.00	0.00	2100.00	1050.00	
0.30	-10000.00	0.00	2100.00	1890.00	
0.40	0.00	-3000.00	1650.00	2475.00	
0.30	10000.00	-3000.00	450.00	2895.00					
					
					
					
					
					
					
					
					
					
					
					
					
					
